muestra_id,lote_id,vendimia,fecha_medicion,tipo_muestra,numero_muestra,variedad,vinedo,Brix,pH,acidez_total_g_l,pasado_tavg_7d,pasado_tmin_7d,pasado_tmax_7d,pasado_prcp_sum_7d,pasado_wspd_7d,pasado_radiacion_sum_7d,pasado_dias_calor_7d,futuro_historico_tavg_7d,futuro_historico_tmin_7d,futuro_historico_tmax_7d,futuro_historico_prcp_sum_7d,futuro_historico_wspd_7d,futuro_historico_radiacion_sum_7d,futuro_historico_dias_calor_7d,dias_hasta_cosecha
Agrelo_Malbec_003_2024_20240225,Agrelo_Malbec_003,2024,2024-02-25,seguimiento,3,Malbec,Agrelo,23.1509,3.4569,6.2328,22.8571,17.5143,28.5143,13.1,9.3571,151.28,0,23.4571,17.5429,29.9571,5.5,8.7429,150.44,0,7
Agrelo_Malbec_003_2024_20240303,Agrelo_Malbec_003,2024,2024-03-03,cosecha,4,Malbec,Agrelo,24.9566,3.5005,5.3049,23.4571,17.5429,29.9571,5.5,8.7429,150.44,0,22.5286,15.7857,29.4571,0.9,8.0286,159.1,0,0
Agrelo_Malbec_004_2024_20240210,Agrelo_Malbec_004,2024,2024-02-10,seguimiento,1,Malbec,Agrelo,18.0144,3.1787,8.2763,26.9571,20.7714,33.4143,11.3,9.7714,179.59,3,22.3571,16.1571,29.1286,81.3,9.2,169.82,0,22
Agrelo_Malbec_004_2024_20240217,Agrelo_Malbec_004,2024,2024-02-17,seguimiento,2,Malbec,Agrelo,20.3221,3.2677,7.037,22.3571,16.1571,29.1286,81.3,9.2,169.82,0,23.6143,18.1,29.4143,14.3,9.4429,151.46,0,15
Agrelo_Malbec_004_2024_20240224,Agrelo_Malbec_004,2024,2024-02-24,seguimiento,3,Malbec,Agrelo,22.6096,3.3439,6.1206,23.6143,18.1,29.4143,14.3,9.4429,151.46,0,23.1571,16.7571,29.9857,5.9,8.0714,152.97,0,8
Agrelo_Malbec_004_2024_20240303,Agrelo_Malbec_004,2024,2024-03-03,cosecha,4,Malbec,Agrelo,24.8439,3.4809,4.7354,23.4571,17.5429,29.9571,5.5,8.7429,150.44,0,22.5286,15.7857,29.4571,0.9,8.0286,159.1,0,0
Agrelo_Malbec_005_2024_20240204,Agrelo_Malbec_005,2024,2024-02-04,seguimiento,1,Malbec,Agrelo,16.5123,3.1338,9.0688,29.0,20.9,36.5714,0.9,9.7571,200.99,6,26.0286,20.0571,32.4714,58.5,8.9429,159.56,3,27
Agrelo_Malbec_005_2024_20240213,Agrelo_Malbec_005,2024,2024-02-13,seguimiento,2,Malbec,Agrelo,18.7503,3.2704,7.4741,25.0286,19.7,31.1,92.6,9.7571,148.92,2,23.0571,16.1429,30.2857,12.9,8.6714,177.93,0,18
Agrelo_Malbec_005_2024_20240222,Agrelo_Malbec_005,2024,2024-02-22,seguimiento,3,Malbec,Agrelo,22.0053,3.391,6.4822,24.5286,17.8714,31.6286,13.5,7.9,169.68,0,22.4143,16.5,28.6857,3.7,9.2714,158.68,0,9
Agrelo_Malbec_005_2024_20240302,Agrelo_Malbec_005,2024,2024-03-02,cosecha,4,Malbec,Agrelo,24.1778,3.4644,4.8224,23.1571,16.7571,29.9857,5.9,8.0714,152.97,0,22.6714,16.1,29.5,0.8,8.1143,166.57,0,0
Agrelo_Malbec_006_2024_20240209,Agrelo_Malbec_006,2024,2024-02-09,seguimiento,1,Malbec,Agrelo,18.4629,3.2268,8.2446,28.1571,21.4143,35.0857,2.5,9.5429,188.68,4,21.9429,16.3143,28.2143,90.1,9.1857,160.92,0,25
Agrelo_Malbec_006_2024_20240218,Agrelo_Malbec_006,2024,2024-02-18,seguimiento,2,Malbec,Agrelo,20.995,3.3679,6.7862,23.0143,16.2857,30.0857,35.7,9.2429,184.19,0,22.8571,17.5143,28.5143,13.1,9.3571,151.28,0,16
Agrelo_Malbec_006_2024_20240226,Agrelo_Malbec_006,2024,2024-02-26,seguimiento,3,Malbec,Agrelo,23.3726,3.4701,5.8523,22.7571,17.1,28.6286,1.8,9.0857,161.7,0,23.3714,17.4857,29.8,5.5,8.6571,152.27,0,8
Agrelo_Malbec_006_2024_20240305,Agrelo_Malbec_006,2024,2024-03-05,cosecha,4,Malbec,Agrelo,24.9175,3.5721,4.4579,23.0571,16.9571,29.4857,5.2,8.7857,150.59,0,23.2714,16.8714,30.2429,1.7,8.4,154.99,0,0
Agrelo_Syrah_001_2024_20240204,Agrelo_Syrah_001,2024,2024-02-04,seguimiento,1,Syrah,Agrelo,18.3832,3.1778,8.0021,29.0,20.9,36.5714,0.9,9.7571,200.99,6,26.0286,20.0571,32.4714,58.5,8.9429,159.56,3,26
Agrelo_Syrah_001_2024_20240213,Agrelo_Syrah_001,2024,2024-02-13,seguimiento,2,Syrah,Agrelo,20.0498,3.3439,6.3573,25.0286,19.7,31.1,92.6,9.7571,148.92,2,23.0571,16.1429,30.2857,12.9,8.6714,177.93,0,17
Agrelo_Syrah_001_2024_20240221,Agrelo_Syrah_001,2024,2024-02-21,seguimiento,3,Syrah,Agrelo,23.6385,3.4225,5.2367,23.9286,17.0286,31.2286,12.9,8.0571,174.75,0,22.5429,16.7286,28.6857,2.4,9.2143,159.09,0,9
Agrelo_Syrah_001_2024_20240301,Agrelo_Syrah_001,2024,2024-03-01,cosecha,4,Syrah,Agrelo,25.121,3.5119,3.9532,22.5571,16.3714,29.3571,5.9,8.4429,151.53,0,22.6857,16.1571,29.3,0.8,8.0571,162.73,0,0
Agrelo_Syrah_002_2024_20240210,Agrelo_Syrah_002,2024,2024-02-10,seguimiento,1,Syrah,Agrelo,17.3047,3.1973,8.1574,26.9571,20.7714,33.4143,11.3,9.7714,179.59,3,22.3571,16.1571,29.1286,81.3,9.2,169.82,0,23
Agrelo_Syrah_002_2024_20240219,Agrelo_Syrah_002,2024,2024-02-19,seguimiento,2,Syrah,Agrelo,19.6158,3.2439,6.5604,22.8143,16.1571,29.8429,27.1,9.5429,175.78,0,22.7571,17.1,28.6286,1.8,9.0857,161.7,0,14
Agrelo_Syrah_002_2024_20240226,Agrelo_Syrah_002,2024,2024-02-26,seguimiento,3,Syrah,Agrelo,21.8598,3.4015,5.6193,22.7571,17.1,28.6286,1.8,9.0857,161.7,0,23.3714,17.4857,29.8,5.5,8.6571,152.27,0,7
Agrelo_Syrah_002_2024_20240304,Agrelo_Syrah_002,2024,2024-03-04,cosecha,4,Syrah,Agrelo,23.5028,3.5697,4.4853,23.3714,17.4857,29.8,5.5,8.6571,152.27,0,22.7714,16.0143,29.7714,1.3,8.0714,157.07,0,0
Agrelo_Syrah_003_2024_20240206,Agrelo_Syrah_003,2024,2024-02-06,seguimiento,1,Syrah,Agrelo,17.9202,3.2524,7.8907,28.5,20.7857,35.8143,0.6,9.4143,203.51,5,25.0286,19.7,31.1,92.6,9.7571,148.92,2,26
Agrelo_Syrah_003_2024_20240214,Agrelo_Syrah_003,2024,2024-02-14,seguimiento,2,Syrah,Agrelo,19.538,3.3063,6.8374,23.6714,18.6,29.4571,92.6,10.0143,148.0,1,23.9286,17.0286,31.2286,12.9,8.0571,174.75,0,18
Agrelo_Syrah_003_2024_20240223,Agrelo_Syrah_003,2024,2024-02-23,seguimiento,3,Syrah,Agrelo,22.0573,3.3603,5.5087,24.3,18.4143,30.3429,14.3,9.1286,159.69,0,22.5571,16.3714,29.3571,5.9,8.4429,151.53,0,9
Agrelo_Syrah_003_2024_20240303,Agrelo_Syrah_003,2024,2024-03-03,cosecha,4,Syrah,Agrelo,24.3917,3.4542,4.6705,23.4571,17.5429,29.9571,5.5,8.7429,150.44,0,22.5286,15.7857,29.4571,0.9,8.0286,159.1,0,0
Agrelo_Syrah_004_2024_20240210,Agrelo_Syrah_004,2024,2024-02-10,seguimiento,1,Syrah,Agrelo,17.5016,3.1704,7.7881,26.9571,20.7714,33.4143,11.3,9.7714,179.59,3,22.3571,16.1571,29.1286,81.3,9.2,169.82,0,22
Agrelo_Syrah_004_2024_20240217,Agrelo_Syrah_004,2024,2024-02-17,seguimiento,2,Syrah,Agrelo,19.481,3.271,6.6789,22.3571,16.1571,29.1286,81.3,9.2,169.82,0,23.6143,18.1,29.4143,14.3,9.4429,151.46,0,15
Agrelo_Syrah_004_2024_20240225,Agrelo_Syrah_004,2024,2024-02-25,seguimiento,3,Syrah,Agrelo,21.7997,3.4223,5.5702,22.8571,17.5143,28.5143,13.1,9.3571,151.28,0,23.4571,17.5429,29.9571,5.5,8.7429,150.44,0,7
Agrelo_Syrah_004_2024_20240303,Agrelo_Syrah_004,2024,2024-03-03,cosecha,4,Syrah,Agrelo,23.8163,3.5558,4.1296,23.4571,17.5429,29.9571,5.5,8.7429,150.44,0,22.5286,15.7857,29.4571,0.9,8.0286,159.1,0,0
Agrelo_Syrah_005_2024_20240208,Agrelo_Syrah_005,2024,2024-02-08,seguimiento,1,Syrah,Agrelo,17.4683,3.2364,7.8644,28.6714,21.1857,36.0143,0.2,8.7571,198.87,5,22.4286,17.3857,28.1857,92.4,10.1429,151.18,0,26
Agrelo_Syrah_005_2024_20240217,Agrelo_Syrah_005,2024,2024-02-17,seguimiento,2,Syrah,Agrelo,19.8547,3.3163,6.6436,22.3571,16.1571,29.1286,81.3,9.2,169.82,0,23.6143,18.1,29.4143,14.3,9.4429,151.46,0,17
Agrelo_Syrah_005_2024_20240226,Agrelo_Syrah_005,2024,2024-02-26,seguimiento,3,Syrah,Agrelo,22.3239,3.4541,5.0444,22.7571,17.1,28.6286,1.8,9.0857,161.7,0,23.3714,17.4857,29.8,5.5,8.6571,152.27,0,8
Agrelo_Syrah_005_2024_20240305,Agrelo_Syrah_005,2024,2024-03-05,cosecha,4,Syrah,Agrelo,23.7457,3.6027,3.8464,23.0571,16.9571,29.4857,5.2,8.7857,150.59,0,23.2714,16.8714,30.2429,1.7,8.4,154.99,0,0
Agrelo_Syrah_006_2024_20240205,Agrelo_Syrah_006,2024,2024-02-05,seguimiento,1,Syrah,Agrelo,17.9112,3.2158,8.1682,28.5286,20.7571,35.8429,0.6,10.1429,202.78,5,25.8714,19.9714,32.4286,78.4,8.5286,152.89,3,26
Agrelo_Syrah_006_2024_20240214,Agrelo_Syrah_006,2024,2024-02-14,seguimiento,2,Syrah,Agrelo,19.7806,3.3014,6.5669,23.6714,18.6,29.4571,92.6,10.0143,148.0,1,23.9286,17.0286,31.2286,12.9,8.0571,174.75,0,17
Agrelo_Syrah_006_2024_20240222,Agrelo_Syrah_006,2024,2024-02-22,seguimiento,3,Syrah,Agrelo,22.3749,3.4251,5.4953,24.5286,17.8714,31.6286,13.5,7.9,169.68,0,22.4143,16.5,28.6857,3.7,9.2714,158.68,0,9
Agrelo_Syrah_006_2024_20240302,Agrelo_Syrah_006,2024,2024-03-02,cosecha,4,Syrah,Agrelo,24.5011,3.5529,4.2918,23.1571,16.7571,29.9857,5.9,8.0714,152.97,0,22.6714,16.1,29.5,0.8,8.1143,166.57,0,0
Agrelo_Cabernet_001_2024_20240204,Agrelo_Cabernet_001,2024,2024-02-04,seguimiento,1,Cabernet,Agrelo,17.9753,3.2192,8.1853,29.0,20.9,36.5714,0.9,9.7571,200.99,6,26.0286,20.0571,32.4714,58.5,8.9429,159.56,3,26
Agrelo_Cabernet_001_2024_20240212,Agrelo_Cabernet_001,2024,2024-02-12,seguimiento,2,Cabernet,Agrelo,19.1528,3.365,6.4728,25.8714,19.9714,32.4286,78.4,8.5286,152.89,3,22.8143,16.1571,29.8429,27.1,9.5429,175.78,0,18
Agrelo_Cabernet_001_2024_20240221,Agrelo_Cabernet_001,2024,2024-02-21,seguimiento,3,Cabernet,Agrelo,22.3865,3.4993,5.2944,23.9286,17.0286,31.2286,12.9,8.0571,174.75,0,22.5429,16.7286,28.6857,2.4,9.2143,159.09,0,9
Agrelo_Cabernet_001_2024_20240301,Agrelo_Cabernet_001,2024,2024-03-01,cosecha,4,Cabernet,Agrelo,24.1839,3.6043,3.6361,22.5571,16.3714,29.3571,5.9,8.4429,151.53,0,22.6857,16.1571,29.3,0.8,8.0571,162.73,0,0
Agrelo_Cabernet_002_2024_20240209,Agrelo_Cabernet_002,2024,2024-02-09,seguimiento,1,Cabernet,Agrelo,18.048,3.2182,7.8958,28.1571,21.4143,35.0857,2.5,9.5429,188.68,4,21.9429,16.3143,28.2143,90.1,9.1857,160.92,0,29
Agrelo_Cabernet_002_2024_20240216,Agrelo_Cabernet_002,2024,2024-02-16,seguimiento,2,Cabernet,Agrelo,19.3926,3.3172,7.1036,21.9429,16.3143,28.2143,90.1,9.1857,160.92,0,24.3,18.4143,30.3429,14.3,9.1286,159.69,0,22
Agrelo_Cabernet_002_2024_20240224,Agrelo_Cabernet_002,2024,2024-02-24,seguimiento,3,Cabernet,Agrelo,21.8343,3.4689,5.6229,23.6143,18.1,29.4143,14.3,9.4429,151.46,0,23.1571,16.7571,29.9857,5.9,8.0714,152.97,0,14
Agrelo_Cabernet_002_2024_20240302,Agrelo_Cabernet_002,2024,2024-03-02,seguimiento,4,Cabernet,Agrelo,23.2989,3.5374,4.6503,23.1571,16.7571,29.9857,5.9,8.0714,152.97,0,22.6714,16.1,29.5,0.8,8.1143,166.57,0,7
Agrelo_Cabernet_002_2024_20240309,Agrelo_Cabernet_002,2024,2024-03-09,cosecha,5,Cabernet,Agrelo,24.4665,3.6433,3.7012,22.6714,16.1,29.5,0.8,8.1143,166.57,0,22.9571,16.9857,29.6857,4.0,10.3143,154.22,0,0
Agrelo_Cabernet_003_2024_20240209,Agrelo_Cabernet_003,2024,2024-02-09,seguimiento,1,Cabernet,Agrelo,17.4428,3.2336,8.0094,28.1571,21.4143,35.0857,2.5,9.5429,188.68,4,21.9429,16.3143,28.2143,90.1,9.1857,160.92,0,26
Agrelo_Cabernet_003_2024_20240217,Agrelo_Cabernet_003,2024,2024-02-17,seguimiento,2,Cabernet,Agrelo,19.6422,3.338,6.9129,22.3571,16.1571,29.1286,81.3,9.2,169.82,0,23.6143,18.1,29.4143,14.3,9.4429,151.46,0,18
Agrelo_Cabernet_003_2024_20240226,Agrelo_Cabernet_003,2024,2024-02-26,seguimiento,3,Cabernet,Agrelo,21.9444,3.4756,5.2964,22.7571,17.1,28.6286,1.8,9.0857,161.7,0,23.3714,17.4857,29.8,5.5,8.6571,152.27,0,9
Agrelo_Cabernet_003_2024_20240306,Agrelo_Cabernet_003,2024,2024-03-06,cosecha,4,Cabernet,Agrelo,24.0207,3.6203,3.8034,22.7286,16.7143,29.0286,4.9,8.9143,148.91,0,23.6714,17.3143,30.7429,3.1,8.5,154.96,0,0
Agrelo_Cabernet_004_2024_20240209,Agrelo_Cabernet_004,2024,2024-02-09,seguimiento,1,Cabernet,Agrelo,16.4492,3.1282,9.0769,28.1571,21.4143,35.0857,2.5,9.5429,188.68,4,21.9429,16.3143,28.2143,90.1,9.1857,160.92,0,27
Agrelo_Cabernet_004_2024_20240218,Agrelo_Cabernet_004,2024,2024-02-18,seguimiento,2,Cabernet,Agrelo,19.1869,3.2349,7.6306,23.0143,16.2857,30.0857,35.7,9.2429,184.19,0,22.8571,17.5143,28.5143,13.1,9.3571,151.28,0,18
Agrelo_Cabernet_004_2024_20240227,Agrelo_Cabernet_004,2024,2024-02-27,seguimiento,3,Cabernet,Agrelo,21.7383,3.3554,6.1099,22.6571,16.9286,28.7429,2.1,8.8,160.05,0,23.0571,16.9571,29.4857,5.2,8.7857,150.59,0,9
Agrelo_Cabernet_004_2024_20240307,Agrelo_Cabernet_004,2024,2024-03-07,cosecha,4,Cabernet,Agrelo,23.8406,3.5025,4.9735,22.5143,16.3714,28.8857,3.5,8.8429,150.13,0,23.7143,17.4857,30.6429,4.3,9.2286,154.71,0,0
Agrelo_Cabernet_005_2024_20240205,Agrelo_Cabernet_005,2024,2024-02-05,seguimiento,1,Cabernet,Agrelo,18.4967,3.2701,8.4593,28.5286,20.7571,35.8429,0.6,10.1429,202.78,5,25.8714,19.9714,32.4286,78.4,8.5286,152.89,3,27
Agrelo_Cabernet_005_2024_20240214,Agrelo_Cabernet_005,2024,2024-02-14,seguimiento,2,Cabernet,Agrelo,20.0191,3.4045,6.4684,23.6714,18.6,29.4571,92.6,10.0143,148.0,1,23.9286,17.0286,31.2286,12.9,8.0571,174.75,0,18
Agrelo_Cabernet_005_2024_20240223,Agrelo_Cabernet_005,2024,2024-02-23,seguimiento,3,Cabernet,Agrelo,22.4718,3.4801,5.2531,24.3,18.4143,30.3429,14.3,9.1286,159.69,0,22.5571,16.3714,29.3571,5.9,8.4429,151.53,0,9
Agrelo_Cabernet_005_2024_20240303,Agrelo_Cabernet_005,2024,2024-03-03,cosecha,4,Cabernet,Agrelo,24.6313,3.6322,3.8854,23.4571,17.5429,29.9571,5.5,8.7429,150.44,0,22.5286,15.7857,29.4571,0.9,8.0286,159.1,0,0
Agrelo_Cabernet_006_2024_20240209,Agrelo_Cabernet_006,2024,2024-02-09,seguimiento,1,Cabernet,Agrelo,18.4442,3.1854,7.9178,28.1571,21.4143,35.0857,2.5,9.5429,188.68,4,21.9429,16.3143,28.2143,90.1,9.1857,160.92,0,22
Agrelo_Cabernet_006_2024_20240216,Agrelo_Cabernet_006,2024,2024-02-16,seguimiento,2,Cabernet,Agrelo,19.9677,3.2691,6.7356,21.9429,16.3143,28.2143,90.1,9.1857,160.92,0,24.3,18.4143,30.3429,14.3,9.1286,159.69,0,15
Agrelo_Cabernet_006_2024_20240224,Agrelo_Cabernet_006,2024,2024-02-24,seguimiento,3,Cabernet,Agrelo,22.3766,3.4049,5.6492,23.6143,18.1,29.4143,14.3,9.4429,151.46,0,23.1571,16.7571,29.9857,5.9,8.0714,152.97,0,7
Agrelo_Cabernet_006_2024_20240302,Agrelo_Cabernet_006,2024,2024-03-02,cosecha,4,Cabernet,Agrelo,24.0322,3.5147,4.5051,23.1571,16.7571,29.9857,5.9,8.0714,152.97,0,22.6714,16.1,29.5,0.8,8.1143,166.57,0,0
Drummond_Malbec_001_2024_20240206,Drummond_Malbec_001,2024,2024-02-06,seguimiento,1,Malbec,Drummond,17.4717,3.252,7.63,29.4286,22.4571,35.9,0.4,9.2571,201.8,5,25.5,20.2571,30.8,139.3,9.5143,147.54,2,25
Drummond_Malbec_001_2024_20240213,Drummond_Malbec_001,2024,2024-02-13,seguimiento,2,Malbec,Drummond,18.2515,3.3713,6.28,25.5,20.2571,30.8,139.3,9.5143,147.54,2,23.1714,16.5429,29.9714,17.7,7.9286,177.69,0,18
Drummond_Malbec_001_2024_20240222,Drummond_Malbec_001,2024,2024-02-22,seguimiento,3,Malbec,Drummond,22.061,3.4696,5.0094,24.3857,18.1857,30.9571,17.7,7.3286,168.42,0,22.4714,17.0429,28.2429,6.0,8.0714,155.72,0,9
Drummond_Malbec_001_2024_20240302,Drummond_Malbec_001,2024,2024-03-02,cosecha,4,Malbec,Drummond,24.3517,3.6347,3.716,23.2857,17.4714,29.5429,10.2,7.0,151.78,0,23.1143,16.6857,29.5857,1.5,7.3571,167.5,0,0
Drummond_Malbec_002_2024_20240208,Drummond_Malbec_002,2024,2024-02-08,seguimiento,1,Malbec,Drummond,18.2547,3.2503,8.1864,29.5714,22.4571,36.1143,0.0,8.6857,199.39,5,22.8143,18.0286,27.9571,139.3,9.6143,149.61,0,23
Drummond_Malbec_002_2024_20240215,Drummond_Malbec_002,2024,2024-02-15,seguimiento,2,Malbec,Drummond,20.0604,3.3294,7.0188,22.8143,18.0286,27.9571,139.3,9.6143,149.61,0,24.3857,18.1857,30.9571,17.7,7.3286,168.42,0,16
Drummond_Malbec_002_2024_20240222,Drummond_Malbec_002,2024,2024-02-22,seguimiento,3,Malbec,Drummond,22.7586,3.3619,5.9534,24.3857,18.1857,30.9571,17.7,7.3286,168.42,0,22.4714,17.0429,28.2429,6.0,8.0714,155.72,0,9
Drummond_Malbec_002_2024_20240302,Drummond_Malbec_002,2024,2024-03-02,cosecha,4,Malbec,Drummond,24.5484,3.4767,5.0489,23.2857,17.4714,29.5429,10.2,7.0,151.78,0,23.1143,16.6857,29.5857,1.5,7.3571,167.5,0,0
Drummond_Malbec_003_2024_20240206,Drummond_Malbec_003,2024,2024-02-06,seguimiento,1,Malbec,Drummond,17.2623,3.2188,8.336,29.4286,22.4571,35.9,0.4,9.2571,201.8,5,25.5,20.2571,30.8,139.3,9.5143,147.54,2,24
Drummond_Malbec_003_2024_20240214,Drummond_Malbec_003,2024,2024-02-14,seguimiento,2,Malbec,Drummond,19.3133,3.297,7.4221,24.0571,19.1143,29.1714,139.3,9.4429,146.93,1,23.9286,17.4,30.7571,17.7,7.5,173.67,0,16
Drummond_Malbec_003_2024_20240221,Drummond_Malbec_003,2024,2024-02-21,seguimiento,3,Malbec,Drummond,22.5323,3.4278,6.1726,23.9286,17.4,30.7571,17.7,7.5,173.67,0,22.4571,17.2,28.0714,2.9,7.8571,155.65,0,9
Drummond_Malbec_003_2024_20240301,Drummond_Malbec_003,2024,2024-03-01,cosecha,4,Malbec,Drummond,24.258,3.5911,4.9523,22.6714,17.0429,28.7857,10.3,7.2714,148.61,0,23.0,16.7286,29.2714,1.5,7.0857,164.71,0,0
Drummond_Malbec_004_2024_20240209,Drummond_Malbec_004,2024,2024-02-09,seguimiento,1,Malbec,Drummond,17.8726,3.1778,8.244,29.0429,22.6143,35.1,2.4,9.5143,188.84,4,22.3,16.9429,28.0571,136.9,8.4286,159.51,0,23
Drummond_Malbec_004_2024_20240218,Drummond_Malbec_004,2024,2024-02-18,seguimiento,2,Malbec,Drummond,20.5645,3.3163,6.9146,23.3143,17.0143,29.8571,62.5,8.6286,183.19,0,22.5,17.5714,27.9,16.6,8.3571,148.36,0,14
Drummond_Malbec_004_2024_20240225,Drummond_Malbec_004,2024,2024-02-25,seguimiento,3,Malbec,Drummond,22.9394,3.3761,5.2119,22.5,17.5714,27.9,16.6,8.3571,148.36,0,23.5857,18.2429,29.4571,9.9,7.8143,150.35,0,7
Drummond_Malbec_004_2024_20240303,Drummond_Malbec_004,2024,2024-03-03,cosecha,4,Malbec,Drummond,24.6669,3.5176,4.3937,23.5857,18.2429,29.4571,9.9,7.8143,150.35,0,23.1,16.4857,29.7143,1.5,7.2857,159.24,0,0
Drummond_Malbec_005_2024_20240210,Drummond_Malbec_005,2024,2024-02-10,seguimiento,1,Malbec,Drummond,17.6281,3.1865,8.5742,27.7857,21.7286,33.3857,6.9,9.8429,177.94,3,22.7143,16.8286,29.0571,132.4,8.2714,170.23,0,24
Drummond_Malbec_005_2024_20240218,Drummond_Malbec_005,2024,2024-02-18,seguimiento,2,Malbec,Drummond,20.2292,3.297,7.1402,23.3143,17.0143,29.8571,62.5,8.6286,183.19,0,22.5,17.5714,27.9,16.6,8.3571,148.36,0,16
Drummond_Malbec_005_2024_20240227,Drummond_Malbec_005,2024,2024-02-27,seguimiento,3,Malbec,Drummond,23.2753,3.404,6.1391,22.4857,17.3857,28.1,2.7,7.5143,156.32,0,23.2143,17.5286,29.1143,9.2,7.9571,151.78,0,7
Drummond_Malbec_005_2024_20240305,Drummond_Malbec_005,2024,2024-03-05,cosecha,4,Malbec,Drummond,24.9723,3.5062,5.0767,23.2143,17.5286,29.1143,9.2,7.9571,151.78,0,24.0286,17.8,30.5857,1.7,7.7857,155.77,0,0
Drummond_Malbec_006_2024_20240209,Drummond_Malbec_006,2024,2024-02-09,seguimiento,1,Malbec,Drummond,18.3226,3.2195,8.2862,29.0429,22.6143,35.1,2.4,9.5143,188.84,4,22.3,16.9429,28.0571,136.9,8.4286,159.51,0,23
Drummond_Malbec_006_2024_20240217,Drummond_Malbec_006,2024,2024-02-17,seguimiento,2,Malbec,Drummond,20.6315,3.2918,7.3733,22.7143,16.8286,29.0571,132.4,8.2714,170.23,0,23.2571,18.2571,28.6143,19.4,8.7571,148.37,0,15
Drummond_Malbec_006_2024_20240225,Drummond_Malbec_006,2024,2024-02-25,seguimiento,3,Malbec,Drummond,22.9377,3.4093,6.0696,22.5,17.5714,27.9,16.6,8.3571,148.36,0,23.5857,18.2429,29.4571,9.9,7.8143,150.35,0,7
Drummond_Malbec_006_2024_20240303,Drummond_Malbec_006,2024,2024-03-03,cosecha,4,Malbec,Drummond,24.4906,3.4675,5.4239,23.5857,18.2429,29.4571,9.9,7.8143,150.35,0,23.1,16.4857,29.7143,1.5,7.2857,159.24,0,0
Drummond_Syrah_001_2024_20240206,Drummond_Syrah_001,2024,2024-02-06,seguimiento,1,Syrah,Drummond,18.0085,3.2587,8.2237,29.4286,22.4571,35.9,0.4,9.2571,201.8,5,25.5,20.2571,30.8,139.3,9.5143,147.54,2,24
