muestra_id,lote_id,vendimia,fecha_medicion,tipo_muestra,numero_muestra,variedad,vinedo,Brix,pH,acidez_total_g_l,pasado_tavg_7d,pasado_tmin_7d,pasado_tmax_7d,pasado_prcp_sum_7d,pasado_wspd_7d,pasado_radiacion_sum_7d,pasado_dias_calor_7d,futuro_historico_tavg_7d,futuro_historico_tmin_7d,futuro_historico_tmax_7d,futuro_historico_prcp_sum_7d,futuro_historico_wspd_7d,futuro_historico_radiacion_sum_7d,futuro_historico_dias_calor_7d,dias_hasta_cosecha
Agrelo_Malbec_03_20260223,Agrelo_Malbec_03,2026,2026-02-23,seguimiento,3,Malbec,Agrelo,22.2862,3.432,5.9506,21.3143,15.4286,27.4857,30.7,7.9857,152.48,0,21.9429,15.0571,29.4143,2.1,8.3429,174.54,0,9
Agrelo_Malbec_03_20260304,Agrelo_Malbec_03,2026,2026-03-04,cosecha,4,Malbec,Agrelo,24.7249,3.5501,4.7648,21.7571,15.0714,29.4286,2.4,9.4429,174.27,0,18.8857,13.8857,24.5,9.2,8.0571,117.42,0,0
Agrelo_Syrah_01_20260208,Agrelo_Syrah_01,2026,2026-02-08,seguimiento,1,Syrah,Agrelo,18.3132,3.254,7.531,21.6,16.1714,27.7571,12.4,10.0857,167.73,0,22.1429,14.8857,29.2143,0.9,9.3143,194.37,0,26
Agrelo_Syrah_01_20260217,Agrelo_Syrah_01,2026,2026-02-17,seguimiento,2,Syrah,Agrelo,20.7132,3.3169,6.1719,21.5571,14.3,28.7571,17.8,9.2143,191.96,0,21.4714,15.5571,27.6714,18.0,7.6571,150.25,0,17
Agrelo_Syrah_01_20260226,Agrelo_Syrah_01,2026,2026-02-26,seguimiento,3,Syrah,Agrelo,23.5554,3.3827,5.3516,20.9286,14.9857,27.0714,17.9,7.9,152.11,0,21.9143,15.0143,29.5714,2.5,9.2857,172.48,0,8
Agrelo_Syrah_01_20260306,Agrelo_Syrah_01,2026,2026-03-06,cosecha,4,Syrah,Agrelo,24.757,3.5396,4.1326,21.6571,15.2286,28.7,4.4,9.9714,161.88,0,19.1857,14.2143,25.1857,8.2,7.0143,113.88,0,0
Agrelo_Syrah_02_20260206,Agrelo_Syrah_02,2026,2026-02-06,seguimiento,1,Syrah,Agrelo,17.5575,3.1956,8.1446,22.1286,17.6857,27.4143,27.1,10.0714,149.57,0,22.1429,14.9857,29.2143,0.2,9.5,194.63,0,26
Agrelo_Syrah_02_20260215,Agrelo_Syrah_02,2026,2026-02-15,seguimiento,2,Syrah,Agrelo,19.8428,3.342,6.7753,22.1429,14.8857,29.2143,0.9,9.3143,194.37,0,21.5286,15.8429,27.7286,33.1,8.4571,161.04,0,17
Agrelo_Syrah_02_20260223,Agrelo_Syrah_02,2026,2026-02-23,seguimiento,3,Syrah,Agrelo,21.4102,3.4218,5.578,21.3143,15.4286,27.4857,30.7,7.9857,152.48,0,21.9429,15.0571,29.4143,2.1,8.3429,174.54,0,9
Agrelo_Syrah_02_20260304,Agrelo_Syrah_02,2026,2026-03-04,cosecha,4,Syrah,Agrelo,23.8714,3.4739,4.3372,21.7571,15.0714,29.4286,2.4,9.4429,174.27,0,18.8857,13.8857,24.5,9.2,8.0571,117.42,0,0
Agrelo_Syrah_03_20260207,Agrelo_Syrah_03,2026,2026-02-07,seguimiento,1,Syrah,Agrelo,17.6546,3.1489,8.6728,21.1,16.6714,26.5286,26.1,10.2286,151.03,0,22.3,14.8,29.4286,0.1,9.6571,197.35,0,27
Agrelo_Syrah_03_20260216,Agrelo_Syrah_03,2026,2026-02-16,seguimiento,2,Syrah,Agrelo,20.0702,3.2971,7.4947,21.7714,14.7857,28.6571,5.1,9.6429,191.01,0,21.3143,15.4286,27.4857,30.7,7.9857,152.48,0,18
Agrelo_Syrah_03_20260225,Agrelo_Syrah_03,2026,2026-02-25,seguimiento,3,Syrah,Agrelo,22.6502,3.4253,6.077,21.4571,15.6143,27.4143,18.0,8.2,148.06,0,21.7571,15.0714,29.4286,2.4,9.4429,174.27,0,9
Agrelo_Syrah_03_20260306,Agrelo_Syrah_03,2026,2026-03-06,cosecha,4,Syrah,Agrelo,24.8924,3.4725,5.0042,21.6571,15.2286,28.7,4.4,9.9714,161.88,0,19.1857,14.2143,25.1857,8.2,7.0143,113.88,0,0
Agrelo_Cabernet_01_20260207,Agrelo_Cabernet_01,2026,2026-02-07,seguimiento,1,Cabernet,Agrelo,18.4978,3.2716,7.5506,21.1,16.6714,26.5286,26.1,10.2286,151.03,0,22.3,14.8,29.4286,0.1,9.6571,197.35,0,26
Agrelo_Cabernet_01_20260215,Agrelo_Cabernet_01,2026,2026-02-15,seguimiento,2,Cabernet,Agrelo,20.4351,3.4114,6.4624,22.1429,14.8857,29.2143,0.9,9.3143,194.37,0,21.5286,15.8429,27.7286,33.1,8.4571,161.04,0,18
Agrelo_Cabernet_01_20260224,Agrelo_Cabernet_01,2026,2026-02-24,seguimiento,3,Cabernet,Agrelo,22.3498,3.4441,5.3826,21.4714,15.5571,27.6714,18.0,7.6571,150.25,0,22.1571,15.4143,29.7571,2.4,9.2857,175.12,0,9
Agrelo_Cabernet_01_20260305,Agrelo_Cabernet_01,2026,2026-03-05,cosecha,4,Cabernet,Agrelo,24.5397,3.5547,3.6942,21.9143,15.0143,29.5714,2.5,9.2857,172.48,0,18.8,14.2286,24.2714,9.5,7.9143,104.12,0,0
Agrelo_Cabernet_02_20260205,Agrelo_Cabernet_02,2026,2026-02-05,seguimiento,1,Cabernet,Agrelo,17.3743,3.2189,7.9916,23.3143,18.1286,29.2571,26.4,8.7,162.24,1,22.0429,15.6571,28.6571,0.9,10.2429,180.18,0,27
Agrelo_Cabernet_02_20260214,Agrelo_Cabernet_02,2026,2026-02-14,seguimiento,2,Cabernet,Agrelo,19.8462,3.3039,6.8983,22.3,14.8,29.4286,0.1,9.6571,197.35,0,21.9857,15.9714,28.5571,27.9,8.8286,167.75,0,18
Agrelo_Cabernet_02_20260223,Agrelo_Cabernet_02,2026,2026-02-23,seguimiento,3,Cabernet,Agrelo,21.392,3.4521,5.7349,21.3143,15.4286,27.4857,30.7,7.9857,152.48,0,21.9429,15.0571,29.4143,2.1,8.3429,174.54,0,9
Agrelo_Cabernet_02_20260304,Agrelo_Cabernet_02,2026,2026-03-04,cosecha,4,Cabernet,Agrelo,23.8898,3.4669,4.4628,21.7571,15.0714,29.4286,2.4,9.4429,174.27,0,18.8857,13.8857,24.5,9.2,8.0571,117.42,0,0
Agrelo_Cabernet_03_20260205,Agrelo_Cabernet_03,2026,2026-02-05,seguimiento,1,Cabernet,Agrelo,17.4406,3.1753,8.3007,23.3143,18.1286,29.2571,26.4,8.7,162.24,1,22.0429,15.6571,28.6571,0.9,10.2429,180.18,0,27
Agrelo_Cabernet_03_20260214,Agrelo_Cabernet_03,2026,2026-02-14,seguimiento,2,Cabernet,Agrelo,20.0479,3.2977,7.3575,22.3,14.8,29.4286,0.1,9.6571,197.35,0,21.9857,15.9714,28.5571,27.9,8.8286,167.75,0,18
Agrelo_Cabernet_03_20260223,Agrelo_Cabernet_03,2026,2026-02-23,seguimiento,3,Cabernet,Agrelo,22.2956,3.3713,6.1141,21.3143,15.4286,27.4857,30.7,7.9857,152.48,0,21.9429,15.0571,29.4143,2.1,8.3429,174.54,0,9
Agrelo_Cabernet_03_20260304,Agrelo_Cabernet_03,2026,2026-03-04,cosecha,4,Cabernet,Agrelo,24.464,3.4985,4.9668,21.7571,15.0714,29.4286,2.4,9.4429,174.27,0,18.8857,13.8857,24.5,9.2,8.0571,117.42,0,0
Drummond_Malbec_01_20260205,Drummond_Malbec_01,2026,2026-02-05,seguimiento,1,Malbec,Drummond,17.5665,3.2411,7.835,24.2,19.2,30.2429,16.1,8.9714,165.01,1,23.4,17.1857,29.5143,1.8,9.9429,178.96,0,26
Drummond_Malbec_01_20260213,Drummond_Malbec_01,2026,2026-02-13,seguimiento,2,Malbec,Drummond,20.2542,3.3367,6.6975,23.6,16.6429,30.1714,0.8,9.5857,195.71,0,22.6857,16.5857,29.2429,24.8,8.8143,177.57,0,18
Drummond_Malbec_01_20260222,Drummond_Malbec_01,2026,2026-02-22,seguimiento,3,Malbec,Drummond,22.0161,3.451,5.3503,21.9571,16.7429,27.7714,53.0,8.5571,158.1,0,21.5286,15.4,28.3286,1.5,7.3429,165.47,0,9
Drummond_Malbec_01_20260303,Drummond_Malbec_01,2026,2026-03-03,cosecha,4,Malbec,Drummond,24.6711,3.5502,4.2411,22.4714,16.2571,29.6714,1.7,8.5429,174.85,0,19.4286,15.0,24.5,11.9,8.1857,120.2,0,0
Drummond_Malbec_02_20260205,Drummond_Malbec_02,2026,2026-02-05,seguimiento,1,Malbec,Drummond,18.2276,3.1551,7.5175,24.2,19.2,30.2429,16.1,8.9714,165.01,1,23.4,17.1857,29.5143,1.8,9.9429,178.96,0,25
Drummond_Malbec_02_20260214,Drummond_Malbec_02,2026,2026-02-14,seguimiento,2,Malbec,Drummond,20.498,3.303,6.5631,23.7714,16.4714,30.3571,0.5,9.6286,199.2,0,22.4714,16.9429,28.5571,38.5,8.5429,165.66,0,16
Drummond_Malbec_02_20260222,Drummond_Malbec_02,2026,2026-02-22,seguimiento,3,Malbec,Drummond,21.8049,3.4153,5.0903,21.9571,16.7429,27.7714,53.0,8.5571,158.1,0,21.5286,15.4,28.3286,1.5,7.3429,165.47,0,8
Drummond_Malbec_02_20260302,Drummond_Malbec_02,2026,2026-03-02,cosecha,4,Malbec,Drummond,24.2321,3.4977,4.2266,22.1429,15.8571,29.2,1.9,7.7,174.74,0,20.3857,15.9286,25.6857,11.6,8.8857,123.16,0,0
Drummond_Malbec_03_20260203,Drummond_Malbec_03,2026,2026-02-03,seguimiento,1,Malbec,Drummond,18.0996,3.1805,8.328,24.6,19.0571,31.0571,15.2,7.4571,169.16,1,23.2857,17.6286,29.1143,2.2,10.5286,176.11,0,26
Drummond_Malbec_03_20260211,Drummond_Malbec_03,2026,2026-02-11,seguimiento,2,Malbec,Drummond,20.4775,3.2817,6.9462,23.5571,17.3429,29.7143,2.2,10.0857,178.19,0,22.2286,15.7571,28.8,25.0,8.5857,190.66,0,18
Drummond_Malbec_03_20260220,Drummond_Malbec_03,2026,2026-02-20,seguimiento,3,Malbec,Drummond,23.137,3.4288,5.9458,22.6857,16.5857,29.2429,24.8,8.8143,177.57,0,20.9286,15.4,26.9429,32.0,6.6714,154.23,0,9
Drummond_Malbec_03_20260301,Drummond_Malbec_03,2026,2026-03-01,cosecha,4,Malbec,Drummond,24.9578,3.5086,4.5981,21.5286,15.4,28.3286,1.5,7.3429,165.47,0,21.3857,16.2286,27.3,6.2,8.6286,130.94,0,0
Drummond_Syrah_01_20260207,Drummond_Syrah_01,2026,2026-02-07,seguimiento,1,Syrah,Drummond,17.5851,3.1734,8.285,21.8857,17.6571,27.3714,17.1,10.3571,150.23,0,23.7714,16.4714,30.3571,0.5,9.6286,199.2,0,22
Drummond_Syrah_01_20260214,Drummond_Syrah_01,2026,2026-02-14,seguimiento,2,Syrah,Drummond,20.0172,3.2448,6.7463,23.7714,16.4714,30.3571,0.5,9.6286,199.2,0,22.4714,16.9429,28.5571,38.5,8.5429,165.66,0,15
Drummond_Syrah_01_20260222,Drummond_Syrah_01,2026,2026-02-22,seguimiento,3,Syrah,Drummond,21.5425,3.3625,5.6092,21.9571,16.7429,27.7714,53.0,8.5571,158.1,0,21.5286,15.4,28.3286,1.5,7.3429,165.47,0,7
Drummond_Syrah_01_20260301,Drummond_Syrah_01,2026,2026-03-01,cosecha,4,Syrah,Drummond,23.8571,3.426,5.1095,21.5286,15.4,28.3286,1.5,7.3429,165.47,0,21.3857,16.2286,27.3,6.2,8.6286,130.94,0,0
Drummond_Syrah_02_20260207,Drummond_Syrah_02,2026,2026-02-07,seguimiento,1,Syrah,Drummond,18.5293,3.2296,8.1755,21.8857,17.6571,27.3714,17.1,10.3571,150.23,0,23.7714,16.4714,30.3571,0.5,9.6286,199.2,0,22
Drummond_Syrah_02_20260214,Drummond_Syrah_02,2026,2026-02-14,seguimiento,2,Syrah,Drummond,20.3593,3.3429,6.8896,23.7714,16.4714,30.3571,0.5,9.6286,199.2,0,22.4714,16.9429,28.5571,38.5,8.5429,165.66,0,15
Drummond_Syrah_02_20260221,Drummond_Syrah_02,2026,2026-02-21,seguimiento,3,Syrah,Drummond,21.9185,3.4244,6.0472,22.4714,16.9429,28.5571,38.5,8.5429,165.66,0,21.1,15.3143,27.4429,19.4,6.7286,158.37,0,8
Drummond_Syrah_02_20260301,Drummond_Syrah_02,2026,2026-03-01,cosecha,4,Syrah,Drummond,24.159,3.4937,4.7915,21.5286,15.4,28.3286,1.5,7.3429,165.47,0,21.3857,16.2286,27.3,6.2,8.6286,130.94,0,0
Drummond_Syrah_03_20260207,Drummond_Syrah_03,2026,2026-02-07,seguimiento,1,Syrah,Drummond,17.8182,3.203,7.8745,21.8857,17.6571,27.3714,17.1,10.3571,150.23,0,23.7714,16.4714,30.3571,0.5,9.6286,199.2,0,24
Drummond_Syrah_03_20260216,Drummond_Syrah_03,2026,2026-02-16,seguimiento,2,Syrah,Drummond,20.4584,3.3295,6.5236,23.0571,16.5714,29.2714,7.6,9.4714,192.37,0,21.6857,16.3,27.5429,49.4,7.8857,150.0,0,15
Drummond_Syrah_03_20260223,Drummond_Syrah_03,2026,2026-02-23,seguimiento,3,Syrah,Drummond,21.5447,3.4894,5.4253,21.6857,16.3,27.5429,49.4,7.8857,150.0,0,22.1429,15.8571,29.2,1.9,7.7,174.74,0,8
Drummond_Syrah_03_20260303,Drummond_Syrah_03,2026,2026-03-03,cosecha,4,Syrah,Drummond,23.7184,3.5013,4.6724,22.4714,16.2571,29.6714,1.7,8.5429,174.85,0,19.4286,15.0,24.5,11.9,8.1857,120.2,0,0
Drummond_Cabernet_01_20260203,Drummond_Cabernet_01,2026,2026-02-03,seguimiento,1,Cabernet,Drummond,18.0239,3.2483,8.0308,24.6,19.0571,31.0571,15.2,7.4571,169.16,1,23.2857,17.6286,29.1143,2.2,10.5286,176.11,0,27
Drummond_Cabernet_01_20260212,Drummond_Cabernet_01,2026,2026-02-12,seguimiento,2,Cabernet,Drummond,19.9031,3.3385,6.8399,23.4,17.1857,29.5143,1.8,9.9429,178.96,0,22.4857,15.9714,29.1714,24.8,8.7571,188.78,0,18
Drummond_Cabernet_01_20260221,Drummond_Cabernet_01,2026,2026-02-21,seguimiento,3,Cabernet,Drummond,22.07,3.4417,5.6702,22.4714,16.9429,28.5571,38.5,8.5429,165.66,0,21.1,15.3143,27.4429,19.4,6.7286,158.37,0,9
Drummond_Cabernet_01_20260302,Drummond_Cabernet_01,2026,2026-03-02,cosecha,4,Cabernet,Drummond,23.9815,3.5329,4.5402,22.1429,15.8571,29.2,1.9,7.7,174.74,0,20.3857,15.9286,25.6857,11.6,8.8857,123.16,0,0
Drummond_Cabernet_02_20260206,Drummond_Cabernet_02,2026,2026-02-06,seguimiento,1,Cabernet,Drummond,18.2872,3.2077,8.3552,23.0,18.8143,28.3571,17.1,10.1714,150.07,0,23.6,16.6429,30.1714,0.8,9.5857,195.71,0,24
Drummond_Cabernet_02_20260215,Drummond_Cabernet_02,2026,2026-02-15,seguimiento,2,Cabernet,Drummond,20.6808,3.3354,7.07,23.5571,16.6286,29.9857,3.9,9.0429,196.8,0,21.9571,16.7429,27.7714,53.0,8.5571,158.1,0,15
Drummond_Cabernet_02_20260222,Drummond_Cabernet_02,2026,2026-02-22,seguimiento,3,Cabernet,Drummond,21.9135,3.4143,5.5818,21.9571,16.7429,27.7714,53.0,8.5571,158.1,0,21.5286,15.4,28.3286,1.5,7.3429,165.47,0,8
Drummond_Cabernet_02_20260302,Drummond_Cabernet_02,2026,2026-03-02,cosecha,4,Cabernet,Drummond,24.7427,3.535,4.8408,22.1429,15.8571,29.2,1.9,7.7,174.74,0,20.3857,15.9286,25.6857,11.6,8.8857,123.16,0,0
Drummond_Cabernet_03_20260205,Drummond_Cabernet_03,2026,2026-02-05,seguimiento,1,Cabernet,Drummond,18.3718,3.2107,8.3324,24.2,19.2,30.2429,16.1,8.9714,165.01,1,23.4,17.1857,29.5143,1.8,9.9429,178.96,0,26
Drummond_Cabernet_03_20260214,Drummond_Cabernet_03,2026,2026-02-14,seguimiento,2,Cabernet,Drummond,21.6134,3.3415,7.0114,23.7714,16.4714,30.3571,0.5,9.6286,199.2,0,22.4714,16.9429,28.5571,38.5,8.5429,165.66,0,17
Drummond_Cabernet_03_20260223,Drummond_Cabernet_03,2026,2026-02-23,seguimiento,3,Cabernet,Drummond,23.7446,3.4768,5.3048,21.6857,16.3,27.5429,49.4,7.8857,150.0,0,22.1429,15.8571,29.2,1.9,7.7,174.74,0,8
Drummond_Cabernet_03_20260303,Drummond_Cabernet_03,2026,2026-03-03,cosecha,4,Cabernet,Drummond,25.066,3.557,4.3938,22.4714,16.2571,29.6714,1.7,8.5429,174.85,0,19.4286,15.0,24.5,11.9,8.1857,120.2,0,0
San_Carlos_Malbec_01_20260204,San_Carlos_Malbec_01,2026,2026-02-04,seguimiento,1,Malbec,San Carlos,17.4585,3.1445,8.5281,22.7143,16.2143,28.7429,30.1,6.4714,172.83,0,21.0286,14.6143,27.6143,22.4,9.3286,193.87,0,26
San_Carlos_Malbec_01_20260213,San_Carlos_Malbec_01,2026,2026-02-13,seguimiento,2,Malbec,San Carlos,19.5222,3.3135,6.9141,20.7,13.4714,27.6,5.4,9.3143,208.31,0,20.9,12.7,28.1429,21.1,8.5714,191.44,0,17
San_Carlos_Malbec_01_20260222,San_Carlos_Malbec_01,2026,2026-02-22,seguimiento,3,Malbec,San Carlos,21.6931,3.4238,5.4111,20.4857,13.3143,27.0714,27.7,7.8,174.13,0,20.4286,11.9857,27.7143,38.6,8.2,179.34,0,8
San_Carlos_Malbec_01_20260302,San_Carlos_Malbec_01,2026,2026-03-02,cosecha,4,Malbec,San Carlos,23.8068,3.5303,4.2806,21.0429,12.6857,28.1714,36.8,8.1857,182.42,0,18.3286,12.2857,24.2571,26.4,8.1857,146.71,0,0
San_Carlos_Malbec_02_20260207,San_Carlos_Malbec_02,2026,2026-02-07,seguimiento,1,Malbec,San Carlos,17.7345,3.2087,8.4168,20.4286,15.2,25.8857,43.6,7.9571,166.66,0,20.8714,13.2571,27.6429,4.6,9.3714,208.46,0,22
San_Carlos_Malbec_02_20260215,San_Carlos_Malbec_02,2026,2026-02-15,seguimiento,2,Malbec,San Carlos,20.2772,3.3004,7.649,20.7,13.0714,27.5714,4.9,9.0429,206.26,0,20.4857,13.3143,27.0714,27.7,7.8,174.13,0,14
San_Carlos_Malbec_02_20260222,San_Carlos_Malbec_02,2026,2026-02-22,seguimiento,3,Malbec,San Carlos,22.1329,3.397,6.3675,20.4857,13.3143,27.0714,27.7,7.8,174.13,0,20.4286,11.9857,27.7143,38.6,8.2,179.34,0,7
San_Carlos_Malbec_02_20260301,San_Carlos_Malbec_02,2026,2026-03-01,cosecha,4,Malbec,San Carlos,23.6607,3.4409,5.5722,20.4286,11.9857,27.7143,38.6,8.2,179.34,0,19.4286,12.7,25.4571,15.5,7.9714,152.26,0,0
San_Carlos_Malbec_03_20260208,San_Carlos_Malbec_03,2026,2026-02-08,seguimiento,1,Malbec,San Carlos,18.4668,3.1904,7.3436,20.9,15.0286,26.9857,27.8,8.4286,181.16,0,20.7,13.0714,27.5714,4.9,9.0429,206.26,0,22
San_Carlos_Malbec_03_20260216,San_Carlos_Malbec_03,2026,2026-02-16,seguimiento,2,Malbec,San Carlos,20.5141,3.2543,6.3797,20.3429,12.7286,27.0143,6.6,9.3286,204.86,0,20.3429,13.1,27.1714,26.7,7.4429,169.65,0,14
San_Carlos_Malbec_03_20260223,San_Carlos_Malbec_03,2026,2026-02-23,seguimiento,3,Malbec,San Carlos,22.1676,3.3174,5.6032,20.3429,13.1,27.1714,26.7,7.4429,169.65,0,21.0429,12.6857,28.1714,36.8,8.1857,182.42,0,7
San_Carlos_Malbec_03_20260302,San_Carlos_Malbec_03,2026,2026-03-02,cosecha,4,Malbec,San Carlos,24.2242,3.4061,4.7492,21.0429,12.6857,28.1714,36.8,8.1857,182.42,0,18.3286,12.2857,24.2571,26.4,8.1857,146.71,0,0
San_Carlos_Syrah_01_20260202,San_Carlos_Syrah_01,2026,2026-02-02,seguimiento,1,Syrah,San Carlos,18.2911,3.2045,8.0022,22.2857,16.0,28.3857,33.2,6.1429,163.85,0,21.3143,15.0714,27.6714,23.1,8.8429,193.24,0,27
San_Carlos_Syrah_01_20260211,San_Carlos_Syrah_01,2026,2026-02-11,seguimiento,2,Syrah,San Carlos,21.052,3.3095,6.9182,21.0286,14.6143,27.6143,22.4,9.3286,193.87,0,20.0429,11.7143,27.2,17.6,8.6286,203.31,0,18
San_Carlos_Syrah_01_20260220,San_Carlos_Syrah_01,2026,2026-02-20,seguimiento,3,Syrah,San Carlos,23.261,3.4559,5.8288,20.9,12.7,28.1429,21.1,8.5714,191.44,0,20.2857,12.8143,26.8429,20.9,7.0857,170.44,0,9
San_Carlos_Syrah_01_20260301,San_Carlos_Syrah_01,2026,2026-03-01,cosecha,4,Syrah,San Carlos,24.2873,3.5363,4.5289,20.4286,11.9857,27.7143,38.6,8.2,179.34,0,19.4286,12.7,25.4571,15.5,7.9714,152.26,0,0
San_Carlos_Syrah_02_20260210,San_Carlos_Syrah_02,2026,2026-02-10,seguimiento,1,Syrah,San Carlos,17.9896,3.2933,8.0236,20.9429,14.7857,27.2,26.6,9.6,192.62,0,20.3143,12.4,27.4143,14.8,8.8286,204.47,0,24
San_Carlos_Syrah_02_20260217,San_Carlos_Syrah_02,2026,2026-02-17,seguimiento,2,Syrah,San Carlos,19.8521,3.3399,7.0404,20.3143,12.4,27.4143,14.8,8.8286,204.47,0,20.6714,13.3,27.3857,15.1,7.3571,167.07,0,17
San_Carlos_Syrah_02_20260226,San_Carlos_Syrah_02,2026,2026-02-26,seguimiento,3,Syrah,San Carlos,22.7679,3.4715,5.9357,20.3714,13.3,26.8,11.1,7.4571,167.73,0,20.3857,12.0,27.4571,38.2,8.5143,179.89,0,8
San_Carlos_Syrah_02_20260306,San_Carlos_Syrah_02,2026,2026-03-06,cosecha,4,Syrah,San Carlos,24.231,3.5437,4.877,20.0714,12.1,26.9,30.7,8.7286,173.39,0,18.7286,13.6286,24.7,25.9,7.1857,136.62,0,0
San_Carlos_Syrah_03_20260206,San_Carlos_Syrah_03,2026,2026-02-06,seguimiento,1,Syrah,San Carlos,17.8133,3.1354,8.4574,21.3,16.1,26.4714,46.3,7.6857,161.04,0,20.7,13.4714,27.6,5.4,9.3143,208.31,0,27
San_Carlos_Syrah_03_20260215,San_Carlos_Syrah_03,2026,2026-02-15,seguimiento,2,Syrah,San Carlos,20.0725,3.3101,7.2774,20.7,13.0714,27.5714,4.9,9.0429,206.26,0,20.4857,13.3143,27.0714,27.7,7.8,174.13,0,18
San_Carlos_Syrah_03_20260224,San_Carlos_Syrah_03,2026,2026-02-24,seguimiento,3,Syrah,San Carlos,22.0601,3.3596,5.9317,20.6714,13.3,27.3857,15.1,7.3571,167.07,0,20.9714,12.6429,28.1857,37.1,8.7714,182.12,0,9
San_Carlos_Syrah_03_20260305,San_Carlos_Syrah_03,2026,2026-03-05,cosecha,4,Syrah,San Carlos,24.1232,3.5064,4.6606,20.3857,12.0,27.4571,38.2,8.5143,179.89,0,18.2143,13.2857,23.9286,30.0,7.6,131.49,0,0
San_Carlos_Cabernet_01_20260208,San_Carlos_Cabernet_01,2026,2026-02-08,seguimiento,1,Cabernet,San Carlos,17.8484,3.1582,8.4325,20.9,15.0286,26.9857,27.8,8.4286,181.16,0,20.7,13.0714,27.5714,4.9,9.0429,206.26,0,26
San_Carlos_Cabernet_01_20260217,San_Carlos_Cabernet_01,2026,2026-02-17,seguimiento,2,Cabernet,San Carlos,19.7261,3.2404,7.1506,20.3143,12.4,27.4143,14.8,8.8286,204.47,0,20.6714,13.3,27.3857,15.1,7.3571,167.07,0,17
San_Carlos_Cabernet_01_20260226,San_Carlos_Cabernet_01,2026,2026-02-26,seguimiento,3,Cabernet,San Carlos,22.2859,3.4136,5.87,20.3714,13.3,26.8,11.1,7.4571,167.73,0,20.3857,12.0,27.4571,38.2,8.5143,179.89,0,8
San_Carlos_Cabernet_01_20260306,San_Carlos_Cabernet_01,2026,2026-03-06,cosecha,4,Cabernet,San Carlos,24.0313,3.5018,4.746,20.0714,12.1,26.9,30.7,8.7286,173.39,0,18.7286,13.6286,24.7,25.9,7.1857,136.62,0,0
