muestra_id,lote_id,vendimia,fecha_medicion,tipo_muestra,numero_muestra,variedad,vinedo,Brix,pH,acidez_total_g_l,pasado_tavg_7d,pasado_tmin_7d,pasado_tmax_7d,pasado_prcp_sum_7d,pasado_wspd_7d,pasado_radiacion_sum_7d,pasado_dias_calor_7d,futuro_historico_tavg_7d,futuro_historico_tmin_7d,futuro_historico_tmax_7d,futuro_historico_prcp_sum_7d,futuro_historico_wspd_7d,futuro_historico_radiacion_sum_7d,futuro_historico_dias_calor_7d,dias_hasta_cosecha
Agrelo_Malbec_003_2022_20220211,Agrelo_Malbec_003,2022,2022-02-11,seguimiento,2,Malbec,Agrelo,19.6981,3.3467,7.389,21.0429,14.4429,27.9,4.8,8.3,170.34,0,21.4857,15.1714,28.2571,6.2,9.0,178.24,0,18
Agrelo_Malbec_003_2022_20220220,Agrelo_Malbec_003,2022,2022-02-20,seguimiento,3,Malbec,Agrelo,22.421,3.3937,6.2515,22.9857,15.6429,30.4286,1.4,8.8,189.9,0,18.8,14.2714,24.3714,32.3,8.3714,136.34,0,9
Agrelo_Malbec_003_2022_20220301,Agrelo_Malbec_003,2022,2022-03-01,cosecha,4,Malbec,Agrelo,24.2036,3.4521,5.1459,19.6143,14.9857,25.2714,19.0,8.3286,147.72,0,21.8143,16.1714,28.4143,5.7,9.3,167.81,0,0
Agrelo_Malbec_004_2022_20220204,Agrelo_Malbec_004,2022,2022-02-04,seguimiento,1,Malbec,Agrelo,18.1362,3.2104,7.8977,22.9143,16.6714,29.1429,3.0,7.5,194.1,0,21.0429,14.4429,27.9,4.8,8.3,170.34,0,27
Agrelo_Malbec_004_2022_20220213,Agrelo_Malbec_004,2022,2022-02-13,seguimiento,2,Malbec,Agrelo,20.2273,3.286,6.2102,20.9571,14.3857,27.9,6.2,8.7429,177.83,0,22.9857,15.6429,30.4286,1.4,8.8,189.9,0,18
Agrelo_Malbec_004_2022_20220222,Agrelo_Malbec_004,2022,2022-02-22,seguimiento,3,Malbec,Agrelo,22.6576,3.3872,5.4362,22.3857,16.2,28.8714,15.1,9.7429,171.31,0,19.6143,14.9857,25.2714,19.0,8.3286,147.72,0,9
Agrelo_Malbec_004_2022_20220303,Agrelo_Malbec_004,2022,2022-03-03,cosecha,4,Malbec,Agrelo,24.6306,3.5197,4.0042,21.0571,15.0,28.0714,0.7,7.8857,180.04,0,21.3429,16.2429,27.2286,5.7,9.9,160.52,0,0
Agrelo_Malbec_005_2022_20220205,Agrelo_Malbec_005,2022,2022-02-05,seguimiento,1,Malbec,Agrelo,18.1511,3.1526,8.4279,22.8286,16.5571,29.0714,4.4,7.3143,195.88,0,20.7429,14.5714,27.2,8.5,8.9714,160.57,0,27
Agrelo_Malbec_005_2022_20220214,Agrelo_Malbec_005,2022,2022-02-14,seguimiento,2,Malbec,Agrelo,20.4808,3.3172,7.1221,21.2571,14.5286,28.2857,6.2,8.4429,178.29,0,23.4143,16.4143,30.5143,1.7,8.7,185.7,0,18
Agrelo_Malbec_005_2022_20220223,Agrelo_Malbec_005,2022,2022-02-23,seguimiento,3,Malbec,Agrelo,22.5703,3.3857,5.6339,21.1286,15.5429,26.9,22.7,9.9143,152.57,0,20.4429,14.9714,26.9,11.4,7.8571,164.33,0,9
Agrelo_Malbec_005_2022_20220304,Agrelo_Malbec_005,2022,2022-03-04,cosecha,4,Malbec,Agrelo,24.5568,3.5164,4.7817,22.0857,15.7429,29.2714,0.5,7.7,180.33,0,20.5,15.2286,26.3571,5.7,9.8,160.72,0,0
Agrelo_Syrah_001_2022_20220208,Agrelo_Syrah_001,2022,2022-02-08,seguimiento,1,Syrah,Agrelo,18.0772,3.2755,8.2858,20.4857,14.4714,26.6857,7.7,7.7286,169.64,0,21.6143,14.8857,28.6286,6.3,8.2429,176.72,0,23
Agrelo_Syrah_001_2022_20220217,Agrelo_Syrah_001,2022,2022-02-17,seguimiento,2,Syrah,Agrelo,20.2269,3.3796,7.2631,21.7,15.7143,28.4429,6.3,8.9714,176.94,0,20.2,15.1143,25.6286,33.4,9.3429,134.3,0,14
Agrelo_Syrah_001_2022_20220224,Agrelo_Syrah_001,2022,2022-02-24,seguimiento,3,Syrah,Agrelo,21.1094,3.4882,5.8991,20.2,15.1143,25.6286,33.4,9.3429,134.3,0,21.0571,15.0,28.0714,0.7,7.8857,180.04,0,7
Agrelo_Syrah_001_2022_20220303,Agrelo_Syrah_001,2022,2022-03-03,cosecha,4,Syrah,Agrelo,23.6617,3.5576,5.3807,21.0571,15.0,28.0714,0.7,7.8857,180.04,0,21.3429,16.2429,27.2286,5.7,9.9,160.52,0,0
Agrelo_Syrah_002_2022_20220209,Agrelo_Syrah_002,2022,2022-02-09,seguimiento,1,Syrah,Agrelo,17.5187,3.198,7.8535,20.4429,14.3429,26.7286,7.7,7.7143,171.59,0,21.7429,15.3286,28.7714,6.3,8.4286,175.4,0,26
Agrelo_Syrah_002_2022_20220217,Agrelo_Syrah_002,2022,2022-02-17,seguimiento,2,Syrah,Agrelo,19.7772,3.3022,6.8002,21.7,15.7143,28.4429,6.3,8.9714,176.94,0,20.2,15.1143,25.6286,33.4,9.3429,134.3,0,18
Agrelo_Syrah_002_2022_20220226,Agrelo_Syrah_002,2022,2022-02-26,seguimiento,3,Syrah,Agrelo,21.4778,3.3961,5.502,18.8143,14.3143,24.1714,33.6,9.1,135.5,0,22.7571,16.7286,29.5714,0.7,8.4286,178.36,0,9
Agrelo_Syrah_002_2022_20220307,Agrelo_Syrah_002,2022,2022-03-07,cosecha,4,Syrah,Agrelo,24.2933,3.5274,4.1735,21.9857,16.2,28.5429,5.9,9.4143,173.39,0,19.4429,13.2143,26.1143,0.8,8.3571,155.21,0,0
Agrelo_Syrah_003_2022_20220203,Agrelo_Syrah_003,2022,2022-02-03,seguimiento,1,Syrah,Agrelo,17.5796,3.2032,7.9621,22.5429,16.5714,28.6429,12.9,8.0,189.88,0,20.7143,14.0,27.4143,5.6,8.1,173.16,0,27
Agrelo_Syrah_003_2022_20220212,Agrelo_Syrah_003,2022,2022-02-12,seguimiento,2,Syrah,Agrelo,19.5467,3.3185,6.6591,20.7429,14.5714,27.2,8.5,8.9714,160.57,0,22.2,15.0857,29.6286,1.1,8.5286,190.02,0,18
Agrelo_Syrah_003_2022_20220221,Agrelo_Syrah_003,2022,2022-02-21,seguimiento,3,Syrah,Agrelo,22.0037,3.4409,5.5201,23.4143,16.4143,30.5143,1.7,8.7,185.7,0,18.8714,14.7714,24.2143,32.3,9.0429,134.65,0,9
Agrelo_Syrah_003_2022_20220302,Agrelo_Syrah_003,2022,2022-03-02,cosecha,4,Syrah,Agrelo,23.6948,3.5269,4.3571,20.4429,14.9714,26.9,11.4,7.8571,164.33,0,21.7571,16.3286,28.1,5.7,9.4286,166.34,0,0
Agrelo_Syrah_004_2022_20220204,Agrelo_Syrah_004,2022,2022-02-04,seguimiento,1,Syrah,Agrelo,17.6339,3.1645,8.1997,22.9143,16.6714,29.1429,3.0,7.5,194.1,0,21.0429,14.4429,27.9,4.8,8.3,170.34,0,27
Agrelo_Syrah_004_2022_20220213,Agrelo_Syrah_004,2022,2022-02-13,seguimiento,2,Syrah,Agrelo,19.5748,3.2413,7.2109,20.9571,14.3857,27.9,6.2,8.7429,177.83,0,22.9857,15.6429,30.4286,1.4,8.8,189.9,0,18
Agrelo_Syrah_004_2022_20220222,Agrelo_Syrah_004,2022,2022-02-22,seguimiento,3,Syrah,Agrelo,22.2031,3.3887,5.754,22.3857,16.2,28.8714,15.1,9.7429,171.31,0,19.6143,14.9857,25.2714,19.0,8.3286,147.72,0,9
Agrelo_Syrah_004_2022_20220303,Agrelo_Syrah_004,2022,2022-03-03,cosecha,4,Syrah,Agrelo,24.6698,3.5334,4.363,21.0571,15.0,28.0714,0.7,7.8857,180.04,0,21.3429,16.2429,27.2286,5.7,9.9,160.52,0,0
Agrelo_Syrah_005_2022_20220208,Agrelo_Syrah_005,2022,2022-02-08,seguimiento,1,Syrah,Agrelo,18.3833,3.2621,7.136,20.4857,14.4714,26.6857,7.7,7.7286,169.64,0,21.6143,14.8857,28.6286,6.3,8.2429,176.72,0,25
Agrelo_Syrah_005_2022_20220217,Agrelo_Syrah_005,2022,2022-02-17,seguimiento,2,Syrah,Agrelo,20.9371,3.3237,6.2989,21.7,15.7143,28.4429,6.3,8.9714,176.94,0,20.2,15.1143,25.6286,33.4,9.3429,134.3,0,16
Agrelo_Syrah_005_2022_20220225,Agrelo_Syrah_005,2022,2022-02-25,seguimiento,3,Syrah,Agrelo,22.086,3.4237,5.2039,19.4,14.7143,24.8,33.6,9.3857,135.54,0,22.0857,15.7429,29.2714,0.5,7.7,180.33,0,8
Agrelo_Syrah_005_2022_20220305,Agrelo_Syrah_005,2022,2022-03-05,cosecha,4,Syrah,Agrelo,24.5454,3.4916,4.3134,22.7571,16.7286,29.5714,0.7,8.4286,178.36,0,19.6286,14.2,25.5429,5.5,9.5286,158.23,0,0
Agrelo_Cabernet_001_2022_20220208,Agrelo_Cabernet_001,2022,2022-02-08,seguimiento,1,Cabernet,Agrelo,18.3078,3.2211,8.4344,20.4857,14.4714,26.6857,7.7,7.7286,169.64,0,21.6143,14.8857,28.6286,6.3,8.2429,176.72,0,24
Agrelo_Cabernet_001_2022_20220215,Agrelo_Cabernet_001,2022,2022-02-15,seguimiento,2,Cabernet,Agrelo,19.9548,3.3414,7.368,21.6143,14.8857,28.6286,6.3,8.2429,176.72,0,22.3857,16.2,28.8714,15.1,9.7429,171.31,0,17
Agrelo_Cabernet_001_2022_20220224,Agrelo_Cabernet_001,2022,2022-02-24,seguimiento,3,Cabernet,Agrelo,21.4725,3.4979,5.9086,20.2,15.1143,25.6286,33.4,9.3429,134.3,0,21.0571,15.0,28.0714,0.7,7.8857,180.04,0,8
Agrelo_Cabernet_001_2022_20220304,Agrelo_Cabernet_001,2022,2022-03-04,cosecha,4,Cabernet,Agrelo,23.9365,3.5907,4.6602,22.0857,15.7429,29.2714,0.5,7.7,180.33,0,20.5,15.2286,26.3571,5.7,9.8,160.72,0,0
Agrelo_Cabernet_002_2022_20220207,Agrelo_Cabernet_002,2022,2022-02-07,seguimiento,1,Cabernet,Agrelo,16.6836,3.2233,8.3814,20.7571,15.1143,26.5571,7.7,8.0857,172.82,0,21.2571,14.5286,28.2857,6.2,8.4429,178.29,0,25
Agrelo_Cabernet_002_2022_20220215,Agrelo_Cabernet_002,2022,2022-02-15,seguimiento,2,Cabernet,Agrelo,18.9402,3.2764,7.4754,21.6143,14.8857,28.6286,6.3,8.2429,176.72,0,22.3857,16.2,28.8714,15.1,9.7429,171.31,0,17
Agrelo_Cabernet_002_2022_20220224,Agrelo_Cabernet_002,2022,2022-02-24,seguimiento,3,Cabernet,Agrelo,20.3462,3.3608,5.643,20.2,15.1143,25.6286,33.4,9.3429,134.3,0,21.0571,15.0,28.0714,0.7,7.8857,180.04,0,8
Agrelo_Cabernet_002_2022_20220304,Agrelo_Cabernet_002,2022,2022-03-04,cosecha,4,Cabernet,Agrelo,23.6579,3.4763,4.6545,22.0857,15.7429,29.2714,0.5,7.7,180.33,0,20.5,15.2286,26.3571,5.7,9.8,160.72,0,0
Agrelo_Cabernet_003_2022_20220204,Agrelo_Cabernet_003,2022,2022-02-04,seguimiento,1,Cabernet,Agrelo,18.005,3.1975,7.9375,22.9143,16.6714,29.1429,3.0,7.5,194.1,0,21.0429,14.4429,27.9,4.8,8.3,170.34,0,27
Agrelo_Cabernet_003_2022_20220213,Agrelo_Cabernet_003,2022,2022-02-13,seguimiento,2,Cabernet,Agrelo,19.9693,3.3072,6.7662,20.9571,14.3857,27.9,6.2,8.7429,177.83,0,22.9857,15.6429,30.4286,1.4,8.8,189.9,0,18
Agrelo_Cabernet_003_2022_20220222,Agrelo_Cabernet_003,2022,2022-02-22,seguimiento,3,Cabernet,Agrelo,22.3769,3.4225,5.128,22.3857,16.2,28.8714,15.1,9.7429,171.31,0,19.6143,14.9857,25.2714,19.0,8.3286,147.72,0,9
Agrelo_Cabernet_003_2022_20220303,Agrelo_Cabernet_003,2022,2022-03-03,cosecha,4,Cabernet,Agrelo,24.2808,3.5667,4.3232,21.0571,15.0,28.0714,0.7,7.8857,180.04,0,21.3429,16.2429,27.2286,5.7,9.9,160.52,0,0
Agrelo_Cabernet_004_2022_20220210,Agrelo_Cabernet_004,2022,2022-02-10,seguimiento,1,Cabernet,Agrelo,18.3146,3.2464,8.0883,20.7143,14.0,27.4143,5.6,8.1,173.16,0,21.7,15.7143,28.4429,6.3,8.9714,176.94,0,26
Agrelo_Cabernet_004_2022_20220219,Agrelo_Cabernet_004,2022,2022-02-19,seguimiento,2,Cabernet,Agrelo,20.8494,3.3604,6.6081,22.2,15.0857,29.6286,1.1,8.5286,190.02,0,18.8143,14.3143,24.1714,33.6,9.1,135.5,0,17
Agrelo_Cabernet_004_2022_20220228,Agrelo_Cabernet_004,2022,2022-02-28,seguimiento,3,Cabernet,Agrelo,22.1971,3.4565,5.0761,18.8714,14.7714,24.2143,32.3,9.0429,134.65,0,21.9857,16.2,28.5429,5.9,9.4143,173.39,0,8
Agrelo_Cabernet_004_2022_20220308,Agrelo_Cabernet_004,2022,2022-03-08,cosecha,4,Cabernet,Agrelo,24.1234,3.5904,3.8595,21.8143,16.1714,28.4143,5.7,9.3,167.81,0,19.7571,12.9857,26.9857,0.8,7.9571,159.97,0,0
Agrelo_Cabernet_005_2022_20220207,Agrelo_Cabernet_005,2022,2022-02-07,seguimiento,1,Cabernet,Agrelo,18.1739,3.2063,7.8707,20.7571,15.1143,26.5571,7.7,8.0857,172.82,0,21.2571,14.5286,28.2857,6.2,8.4429,178.29,0,24
Agrelo_Cabernet_005_2022_20220216,Agrelo_Cabernet_005,2022,2022-02-16,seguimiento,2,Cabernet,Agrelo,20.4331,3.2899,7.1016,21.7429,15.3286,28.7714,6.3,8.4286,175.4,0,21.1286,15.5429,26.9,22.7,9.9143,152.57,0,15
Agrelo_Cabernet_005_2022_20220223,Agrelo_Cabernet_005,2022,2022-02-23,seguimiento,3,Cabernet,Agrelo,21.8659,3.3964,5.9389,21.1286,15.5429,26.9,22.7,9.9143,152.57,0,20.4429,14.9714,26.9,11.4,7.8571,164.33,0,8
Agrelo_Cabernet_005_2022_20220303,Agrelo_Cabernet_005,2022,2022-03-03,cosecha,4,Cabernet,Agrelo,23.9985,3.457,4.9971,21.0571,15.0,28.0714,0.7,7.8857,180.04,0,21.3429,16.2429,27.2286,5.7,9.9,160.52,0,0
Drummond_Malbec_001_2022_20220205,Drummond_Malbec_001,2022,2022-02-05,seguimiento,1,Malbec,Drummond,18.3659,3.1495,8.2724,23.6857,17.8,29.5857,1.3,7.0286,195.26,0,21.8143,16.0143,27.8571,9.7,9.0,160.19,0,26
Drummond_Malbec_001_2022_20220214,Drummond_Malbec_001,2022,2022-02-14,seguimiento,2,Malbec,Drummond,20.8374,3.2629,7.0754,22.3571,15.7,28.8143,6.0,8.7571,178.6,0,24.8,17.6857,31.1143,1.6,8.6,184.84,0,17
Drummond_Malbec_001_2022_20220222,Drummond_Malbec_001,2022,2022-02-22,seguimiento,3,Malbec,Drummond,23.2559,3.3172,5.9362,23.7,17.4571,29.6,9.7,10.1286,168.95,0,20.4429,15.8571,25.8286,26.8,8.1571,146.86,0,9
Drummond_Malbec_001_2022_20220303,Drummond_Malbec_001,2022,2022-03-03,cosecha,4,Malbec,Drummond,25.1021,3.4759,4.8947,21.8429,15.9,28.3429,1.4,7.6714,179.07,0,22.5143,17.4143,27.8,3.1,9.8429,158.35,0,0
Drummond_Malbec_002_2022_20220210,Drummond_Malbec_002,2022,2022-02-10,seguimiento,1,Malbec,Drummond,17.9465,3.2647,7.6062,21.9,15.7143,28.0714,7.0,7.6286,172.44,0,22.8143,16.5143,28.9857,6.0,9.2143,176.82,0,23
Drummond_Malbec_002_2022_20220218,Drummond_Malbec_002,2022,2022-02-18,seguimiento,2,Malbec,Drummond,20.0166,3.3189,6.5083,22.7,16.1857,28.7429,5.6,9.0571,176.94,0,20.4857,15.7714,25.6429,35.5,9.4857,135.2,0,15
Drummond_Malbec_002_2022_20220225,Drummond_Malbec_002,2022,2022-02-25,seguimiento,3,Malbec,Drummond,21.1582,3.4225,5.6477,20.4857,15.7714,25.6429,35.5,9.4857,135.2,0,22.8,16.5429,29.4857,1.0,7.4286,179.14,0,8
Drummond_Malbec_002_2022_20220305,Drummond_Malbec_002,2022,2022-03-05,cosecha,4,Malbec,Drummond,23.4219,3.4827,4.7121,23.4857,17.6,29.7286,1.0,8.3,176.9,0,20.9,15.4429,26.2286,3.1,9.2857,155.41,0,0
Drummond_Malbec_003_2022_20220205,Drummond_Malbec_003,2022,2022-02-05,seguimiento,1,Malbec,Drummond,17.5514,3.1545,8.9036,23.6857,17.8,29.5857,1.3,7.0286,195.26,0,21.8143,16.0143,27.8571,9.7,9.0,160.19,0,24
Drummond_Malbec_003_2022_20220212,Drummond_Malbec_003,2022,2022-02-12,seguimiento,2,Malbec,Drummond,19.6135,3.2508,7.6238,21.8143,16.0143,27.8571,9.7,9.0,160.19,0,23.4571,16.1,30.1286,2.3,8.2286,188.38,0,17
Drummond_Malbec_003_2022_20220221,Drummond_Malbec_003,2022,2022-02-21,seguimiento,3,Malbec,Drummond,22.5409,3.4122,6.0262,24.8,17.6857,31.1143,1.6,8.6,184.84,0,19.7571,15.6,25.0286,33.9,8.9857,133.75,0,8
Drummond_Malbec_003_2022_20220301,Drummond_Malbec_003,2022,2022-03-01,cosecha,4,Malbec,Drummond,24.4296,3.452,4.8778,20.4429,15.8571,25.8286,26.8,8.1571,146.86,0,22.7571,17.2857,28.7429,3.1,9.0714,164.47,0,0
Drummond_Malbec_004_2022_20220207,Drummond_Malbec_004,2022,2022-02-07,seguimiento,1,Malbec,Drummond,18.0769,3.2657,7.8365,21.6857,16.4714,27.1714,7.3,7.8286,171.47,0,22.3571,15.7,28.8143,6.0,8.7571,178.6,0,24
Drummond_Malbec_004_2022_20220215,Drummond_Malbec_004,2022,2022-02-15,seguimiento,2,Malbec,Drummond,20.0637,3.325,6.6906,22.7286,16.0286,29.2,6.0,8.3571,177.01,0,23.7,17.4571,29.6,9.7,10.1286,168.95,0,16
Drummond_Malbec_004_2022_20220224,Drummond_Malbec_004,2022,2022-02-24,seguimiento,3,Malbec,Drummond,22.497,3.4886,5.0373,21.3429,16.3143,26.4286,35.1,9.4143,131.99,0,21.8429,15.9,28.3429,1.4,7.6714,179.07,0,7
Drummond_Malbec_004_2022_20220303,Drummond_Malbec_004,2022,2022-03-03,cosecha,4,Malbec,Drummond,24.5618,3.5612,4.5249,21.8429,15.9,28.3429,1.4,7.6714,179.07,0,22.5143,17.4143,27.8,3.1,9.8429,158.35,0,0
Drummond_Malbec_005_2022_20220205,Drummond_Malbec_005,2022,2022-02-05,seguimiento,1,Malbec,Drummond,17.6252,3.1564,8.7228,23.6857,17.8,29.5857,1.3,7.0286,195.26,0,21.8143,16.0143,27.8571,9.7,9.0,160.19,0,27
Drummond_Malbec_005_2022_20220214,Drummond_Malbec_005,2022,2022-02-14,seguimiento,2,Malbec,Drummond,19.48,3.2726,7.4949,22.3571,15.7,28.8143,6.0,8.7571,178.6,0,24.8,17.6857,31.1143,1.6,8.6,184.84,0,18
Drummond_Malbec_005_2022_20220223,Drummond_Malbec_005,2022,2022-02-23,seguimiento,3,Malbec,Drummond,21.4029,3.4523,5.852,22.3286,16.8857,27.5714,16.9,10.1714,150.29,0,21.3,15.9286,27.4,19.6,7.8286,163.58,0,9
Drummond_Malbec_005_2022_20220304,Drummond_Malbec_005,2022,2022-03-04,cosecha,4,Malbec,Drummond,23.5093,3.5139,4.7887,22.8,16.5429,29.4857,1.0,7.4286,179.14,0,21.7571,16.5,26.9857,3.1,9.7714,158.19,0,0
Drummond_Syrah_001_2022_20220201,Drummond_Syrah_001,2022,2022-02-01,seguimiento,1,Syrah,Drummond,17.6424,3.1897,8.0062,23.3143,18.3429,29.0714,24.5,8.4143,186.33,0,21.5,15.8714,27.2429,7.3,7.3143,168.63,0,30
Drummond_Syrah_001_2022_20220209,Drummond_Syrah_001,2022,2022-02-09,seguimiento,2,Syrah,Drummond,19.721,3.2889,7.1388,21.5571,15.8714,27.2857,7.3,7.3857,170.6,0,22.8571,16.2429,29.3429,6.0,8.3571,175.4,0,22
Drummond_Syrah_001_2022_20220217,Drummond_Syrah_001,2022,2022-02-17,seguimiento,3,Syrah,Drummond,21.7808,3.3988,5.9511,22.8143,16.5143,28.9857,6.0,9.2143,176.82,0,21.3429,16.3143,26.4286,35.1,9.4143,131.99,0,14
Drummond_Syrah_001_2022_20220224,Drummond_Syrah_001,2022,2022-02-24,seguimiento,4,Syrah,Drummond,22.5689,3.5075,4.7928,21.3429,16.3143,26.4286,35.1,9.4143,131.99,0,21.8429,15.9,28.3429,1.4,7.6714,179.07,0,7
Drummond_Syrah_001_2022_20220303,Drummond_Syrah_001,2022,2022-03-03,cosecha,5,Syrah,Drummond,24.7801,3.5071,4.3711,21.8429,15.9,28.3429,1.4,7.6714,179.07,0,22.5143,17.4143,27.8,3.1,9.8429,158.35,0,0
Drummond_Syrah_002_2022_20220209,Drummond_Syrah_002,2022,2022-02-09,seguimiento,1,Syrah,Drummond,17.6543,3.1908,8.3372,21.5571,15.8714,27.2857,7.3,7.3857,170.6,0,22.8571,16.2429,29.3429,6.0,8.3571,175.4,0,26
Drummond_Syrah_002_2022_20220217,Drummond_Syrah_002,2022,2022-02-17,seguimiento,2,Syrah,Drummond,20.0491,3.3038,6.8408,22.8143,16.5143,28.9857,6.0,9.2143,176.82,0,21.3429,16.3143,26.4286,35.1,9.4143,131.99,0,18
Drummond_Syrah_002_2022_20220226,Drummond_Syrah_002,2022,2022-02-26,seguimiento,3,Syrah,Drummond,21.7943,3.3816,5.4541,19.8714,15.3571,25.0714,35.5,9.2714,135.06,0,23.4857,17.6,29.7286,1.0,8.3,176.9,0,9
Drummond_Syrah_002_2022_20220307,Drummond_Syrah_002,2022,2022-03-07,cosecha,4,Syrah,Drummond,23.8436,3.5406,3.8429,22.8429,17.3,28.8143,3.9,9.3429,171.62,0,20.7571,14.5,26.6714,0.2,7.9143,154.0,0,0
Drummond_Syrah_003_2022_20220209,Drummond_Syrah_003,2022,2022-02-09,seguimiento,1,Syrah,Drummond,17.8452,3.1859,8.1705,21.5571,15.8714,27.2857,7.3,7.3857,170.6,0,22.8571,16.2429,29.3429,6.0,8.3571,175.4,0,24
Drummond_Syrah_003_2022_20220217,Drummond_Syrah_003,2022,2022-02-17,seguimiento,2,Syrah,Drummond,19.8404,3.3219,6.7799,22.8143,16.5143,28.9857,6.0,9.2143,176.82,0,21.3429,16.3143,26.4286,35.1,9.4143,131.99,0,16
Drummond_Syrah_003_2022_20220224,Drummond_Syrah_003,2022,2022-02-24,seguimiento,3,Syrah,Drummond,21.2569,3.4111,5.4716,21.3429,16.3143,26.4286,35.1,9.4143,131.99,0,21.8429,15.9,28.3429,1.4,7.6714,179.07,0,9
Drummond_Syrah_003_2022_20220305,Drummond_Syrah_003,2022,2022-03-05,cosecha,4,Syrah,Drummond,23.9302,3.5285,4.2295,23.4857,17.6,29.7286,1.0,8.3,176.9,0,20.9,15.4429,26.2286,3.1,9.2857,155.41,0,0
Drummond_Syrah_004_2022_20220208,Drummond_Syrah_004,2022,2022-02-08,seguimiento,1,Syrah,Drummond,17.5904,3.1801,8.0783,21.5,15.8714,27.2429,7.3,7.3143,168.63,0,22.7286,16.0286,29.2,6.0,8.3571,177.01,0,25
Drummond_Syrah_004_2022_20220215,Drummond_Syrah_004,2022,2022-02-15,seguimiento,2,Syrah,Drummond,19.5492,3.2423,6.9122,22.7286,16.0286,29.2,6.0,8.3571,177.01,0,23.7,17.4571,29.6,9.7,10.1286,168.95,0,18
Drummond_Syrah_004_2022_20220224,Drummond_Syrah_004,2022,2022-02-24,seguimiento,3,Syrah,Drummond,21.4573,3.3188,5.3195,21.3429,16.3143,26.4286,35.1,9.4143,131.99,0,21.8429,15.9,28.3429,1.4,7.6714,179.07,0,9
Drummond_Syrah_004_2022_20220305,Drummond_Syrah_004,2022,2022-03-05,cosecha,4,Syrah,Drummond,24.4363,3.4139,4.6403,23.4857,17.6,29.7286,1.0,8.3,176.9,0,20.9,15.4429,26.2286,3.1,9.2857,155.41,0,0
